epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
122,6560.53,0.40717,0.89789,0.12928,0.27369,0.90942,0.99904,1,0.995,0.93011,0.99904,1,0.995,0.90301,0.44409,0.5939,0.02623,0.21662,0.84978,0.00152084,0.00152084,0.00152084
123,6597.81,0.40947,0.899,0.13362,0.27032,0.90713,0.99908,1,0.995,0.93321,0.99908,1,0.995,0.89248,0.41259,0.59291,0.02796,0.2084,0.834,0.00151688,0.00151688,0.00151688
124,6632.35,0.4104,0.91136,0.13494,0.27926,0.91225,0.99906,1,0.995,0.93354,0.99906,1,0.995,0.90433,0.41533,0.5679,0.02817,0.22419,0.83692,0.00151292,0.00151292,0.00151292
125,6667.16,0.39976,0.88219,0.13097,0.26671,0.89943,0.99905,1,0.995,0.93334,0.99905,1,0.995,0.88094,0.41359,0.64053,0.029,0.19992,0.83071,0.00150896,0.00150896,0.00150896
126,6702,0.39925,0.90821,0.13485,0.26572,0.90122,0.99906,1,0.995,0.9383,0.99906,1,0.995,0.8891,0.41502,0.62347,0.02784,0.20357,0.83814,0.001505,0.001505,0.001505
127,6737.76,0.40187,0.91403,0.13192,0.2741,0.90589,0.99907,1,0.995,0.94133,0.99907,1,0.995,0.90398,0.41211,0.60701,0.03122,0.21175,0.83649,0.00150104,0.00150104,0.00150104
128,6773.65,0.40236,0.87318,0.12917,0.26729,0.90845,0.99908,1,0.995,0.93766,0.99908,1,0.995,0.89773,0.42731,0.60276,0.02842,0.20619,0.84513,0.00149708,0.00149708,0.00149708
129,6809.6,0.40192,0.86787,0.12869,0.26756,0.91036,0.99905,1,0.995,0.94096,0.99905,1,0.995,0.89813,0.40973,0.59571,0.03078,0.21149,0.83467,0.00149312,0.00149312,0.00149312
130,6845.37,0.4132,0.90166,0.12622,0.27491,0.91057,0.99905,1,0.995,0.93807,0.99905,1,0.995,0.88235,0.41582,0.61848,0.029,0.20207,0.83923,0.00148916,0.00148916,0.00148916
131,6880.94,0.39003,0.90544,0.1391,0.26268,0.90367,0.99906,1,0.995,0.94024,0.99906,1,0.995,0.89689,0.39573,0.5847,0.03648,0.20313,0.82675,0.0014852,0.0014852,0.0014852
132,6916.26,0.39721,0.95425,0.13327,0.26926,0.90809,0.99905,1,0.995,0.92615,0.99905,1,0.995,0.86876,0.41767,0.61722,0.02728,0.20168,0.83058,0.00148124,0.00148124,0.00148124
133,6951.09,0.39753,0.83868,0.13275,0.26359,0.90833,0.99905,1,0.995,0.93085,0.99905,1,0.995,0.89213,0.42991,0.61085,0.03269,0.21068,0.84493,0.00147728,0.00147728,0.00147728
134,6985.87,0.39139,0.88128,0.12748,0.26041,0.90099,0.99905,1,0.995,0.93427,0.99905,1,0.995,0.8735,0.4185,0.59148,0.02512,0.20957,0.84724,0.00147332,0.00147332,0.00147332
135,7020.65,0.38721,0.88975,0.13319,0.25621,0.9105,0.99908,1,0.995,0.94277,0.99908,1,0.995,0.90563,0.40274,0.57963,0.02937,0.19801,0.82798,0.00146936,0.00146936,0.00146936
136,7055.91,0.39469,0.87433,0.13116,0.26052,0.90136,0.99907,1,0.995,0.93902,0.99907,1,0.995,0.89093,0.41694,0.58937,0.02373,0.20949,0.8374,0.0014654,0.0014654,0.0014654
137,7092.36,0.38277,0.84246,0.13436,0.25551,0.90532,0.99903,1,0.995,0.9365,0.99903,1,0.995,0.89232,0.40064,0.57759,0.02785,0.2009,0.82885,0.00146144,0.00146144,0.00146144
138,7128.57,0.39386,0.89412,0.12964,0.26671,0.90731,0.99907,1,0.995,0.91828,0.99907,1,0.995,0.87496,0.44026,0.61514,0.02557,0.21246,0.84866,0.00145748,0.00145748,0.00145748
139,7164.57,0.38182,0.84144,0.12516,0.26078,0.89392,0.99905,1,0.995,0.93193,0.99905,1,0.995,0.89836,0.41824,0.59118,0.02988,0.2122,0.84645,0.00145352,0.00145352,0.00145352
140,7200.35,0.39426,0.82698,0.12311,0.26296,0.91275,0.99908,1,0.995,0.9347,0.99908,1,0.995,0.89324,0.42104,0.60291,0.02757,0.20498,0.83226,0.00144956,0.00144956,0.00144956
141,7235.05,0.39695,0.84075,0.12017,0.26532,0.90738,0.99905,1,0.995,0.93611,0.99905,1,0.995,0.89604,0.44041,0.57806,0.02436,0.20746,0.83872,0.0014456,0.0014456,0.0014456
142,7270.26,0.39833,0.86884,0.12756,0.26075,0.91238,0.99902,1,0.995,0.93516,0.99902,1,0.995,0.88838,0.4339,0.58241,0.02724,0.21287,0.84099,0.00144164,0.00144164,0.00144164
143,7306.41,0.38904,0.83488,0.12084,0.25725,0.89455,0.99904,1,0.995,0.93606,0.99904,1,0.995,0.8962,0.44202,0.59917,0.02984,0.22205,0.84529,0.00143768,0.00143768,0.00143768
144,7342.64,0.39456,0.86355,0.12427,0.26508,0.91399,0.99907,1,0.995,0.93845,0.99907,1,0.995,0.89774,0.42285,0.61495,0.02967,0.20901,0.83389,0.00143372,0.00143372,0.00143372
145,7378.33,0.38118,0.82809,0.12915,0.26033,0.90507,0.99907,1,0.995,0.93931,0.99907,1,0.995,0.91311,0.41211,0.56729,0.02972,0.20769,0.8287,0.00142976,0.00142976,0.00142976
146,7413.61,0.38745,0.82993,0.12667,0.26635,0.90052,0.99908,1,0.995,0.93633,0.99908,1,0.995,0.89545,0.42083,0.58432,0.02884,0.19988,0.83145,0.0014258,0.0014258,0.0014258
147,7448.85,0.38662,0.87328,0.12112,0.25967,0.8981,0.99906,1,0.995,0.94567,0.99906,1,0.995,0.90667,0.41346,0.55577,0.02464,0.20219,0.83525,0.00142184,0.00142184,0.00142184
148,7484.89,0.38174,0.81503,0.12273,0.25642,0.90402,0.99892,1,0.995,0.94091,0.99892,1,0.995,0.90075,0.42083,0.55978,0.02168,0.21,0.8346,0.00141788,0.00141788,0.00141788
149,7520.95,0.37791,0.79841,0.12215,0.25561,0.89681,0.99904,1,0.995,0.93914,0.99904,1,0.995,0.89932,0.40192,0.54642,0.02694,0.19935,0.82148,0.00141392,0.00141392,0.00141392
150,7556.85,0.39229,0.82962,0.12909,0.2639,0.90733,0.99906,1,0.995,0.94356,0.99906,1,0.995,0.90335,0.39327,0.55656,0.02711,0.1953,0.81595,0.00140996,0.00140996,0.00140996
151,7591.81,0.36914,0.82505,0.1161,0.25516,0.88885,0.99907,1,0.995,0.9442,0.99907,1,0.995,0.89978,0.40423,0.55572,0.02553,0.20174,0.82452,0.001406,0.001406,0.001406
152,7627.57,0.37621,0.81436,0.11462,0.25483,0.89456,0.99906,1,0.995,0.94451,0.99906,1,0.995,0.88964,0.4048,0.56516,0.02682,0.19913,0.82572,0.00140204,0.00140204,0.00140204
153,7663.21,0.38142,0.83699,0.12173,0.25584,0.90671,0.99908,1,0.995,0.93059,0.99908,1,0.995,0.89726,0.43637,0.60626,0.02604,0.21632,0.85557,0.00139808,0.00139808,0.00139808
154,7698.72,0.37055,0.80993,0.12382,0.25252,0.89807,0.99907,1,0.995,0.94086,0.99907,1,0.995,0.90508,0.40825,0.57911,0.02513,0.19297,0.83236,0.00139412,0.00139412,0.00139412
155,7734.33,0.36966,0.79909,0.12304,0.24962,0.8864,0.99906,1,0.995,0.95074,0.99906,1,0.995,0.91795,0.39863,0.53778,0.02342,0.20182,0.82148,0.00139016,0.00139016,0.00139016
156,7769.99,0.37769,0.82445,0.12079,0.25227,0.89738,0.99907,1,0.995,0.94042,0.99907,1,0.995,0.90843,0.4124,0.54752,0.02375,0.19995,0.83275,0.0013862,0.0013862,0.0013862
157,7805.67,0.37832,0.81659,0.12299,0.25912,0.89731,0.99904,1,0.995,0.93426,0.99904,1,0.995,0.89832,0.41209,0.55187,0.0286,0.20774,0.83311,0.00138224,0.00138224,0.00138224
158,7841.42,0.37719,0.76948,0.12041,0.25523,0.90015,0.99898,1,0.995,0.93943,0.99898,1,0.995,0.89318,0.40526,0.57801,0.02475,0.20457,0.82702,0.00137828,0.00137828,0.00137828
159,7876.61,0.36578,0.75597,0.11675,0.2504,0.88816,0.99895,1,0.995,0.94065,0.99895,1,0.995,0.90122,0.39707,0.58458,0.02281,0.18822,0.82223,0.00137432,0.00137432,0.00137432
160,7911.63,0.363,0.77579,0.1198,0.24693,0.89434,0.99902,1,0.995,0.93855,0.99902,1,0.995,0.9049,0.39889,0.53746,0.02205,0.2008,0.82102,0.00137036,0.00137036,0.00137036
161,7946.33,0.38411,0.82742,0.1235,0.25911,0.90762,0.99903,1,0.995,0.93493,0.99903,1,0.995,0.89939,0.42565,0.56967,0.02328,0.20006,0.83695,0.0013664,0.0013664,0.0013664
162,7981.29,0.37234,0.83422,0.12355,0.25371,0.89922,0.99903,1,0.995,0.93523,0.99903,1,0.995,0.89375,0.40491,0.54614,0.02383,0.20148,0.82585,0.00136244,0.00136244,0.00136244
163,8016.18,0.37155,0.80114,0.12115,0.25171,0.89136,0.99897,1,0.995,0.93281,0.99897,1,0.995,0.91778,0.40598,0.53655,0.02315,0.20064,0.82804,0.00135848,0.00135848,0.00135848
164,8051.13,0.37841,0.80318,0.11905,0.25024,0.90088,0.99907,1,0.995,0.93936,0.99907,1,0.995,0.91333,0.41093,0.53715,0.02133,0.20838,0.83015,0.00135452,0.00135452,0.00135452
165,8086.17,0.36678,0.78847,0.11779,0.24891,0.89495,0.99876,1,0.995,0.94105,0.99876,1,0.995,0.91044,0.40073,0.53838,0.02341,0.20327,0.82212,0.00135056,0.00135056,0.00135056
166,8121.34,0.36961,0.75016,0.11822,0.24823,0.89343,0.99904,1,0.995,0.93574,0.99904,1,0.995,0.90688,0.41924,0.58824,0.02517,0.21279,0.8357,0.0013466,0.0013466,0.0013466
167,8156.5,0.37656,0.78947,0.12097,0.25251,0.9045,0.99905,1,0.995,0.94096,0.99905,1,0.995,0.91527,0.41651,0.54134,0.02344,0.20194,0.83095,0.00134264,0.00134264,0.00134264
168,8191.85,0.37158,0.72977,0.12261,0.24664,0.8935,0.99906,1,0.995,0.94456,0.99906,1,0.995,0.9075,0.39752,0.5641,0.02705,0.20564,0.82979,0.00133868,0.00133868,0.00133868
169,8227.35,0.36803,0.79108,0.12335,0.25448,0.89433,0.99905,1,0.995,0.94157,0.99905,1,0.995,0.92045,0.39811,0.54162,0.02292,0.18918,0.82356,0.00133472,0.00133472,0.00133472
170,8262.67,0.35623,0.74296,0.11164,0.23951,0.88418,0.99906,1,0.995,0.93128,0.99906,1,0.995,0.91058,0.41668,0.53263,0.02624,0.20292,0.83891,0.00133076,0.00133076,0.00133076
171,8297.45,0.368,0.78097,0.11576,0.24896,0.89514,0.99907,1,0.995,0.93893,0.99907,1,0.995,0.9138,0.40821,0.53175,0.02508,0.20722,0.82904,0.0013268,0.0013268,0.0013268
172,8333,0.36871,0.78468,0.11586,0.2525,0.8908,0.99906,1,0.995,0.93746,0.99906,1,0.995,0.91241,0.40663,0.53197,0.0264,0.19754,0.83256,0.00132284,0.00132284,0.00132284
173,8368.47,0.36993,0.7417,0.11478,0.24831,0.8898,0.99906,1,0.995,0.93579,0.99906,1,0.995,0.90556,0.40208,0.58936,0.02365,0.20064,0.83493,0.00131888,0.00131888,0.00131888
174,8404.36,0.3612,0.77884,0.11783,0.24684,0.89287,0.99908,1,0.995,0.93476,0.99908,1,0.995,0.90402,0.39482,0.58369,0.02553,0.19083,0.82863,0.00131492,0.00131492,0.00131492
175,8440.11,0.35653,0.74175,0.11675,0.24372,0.89375,0.99905,1,0.995,0.92877,0.99905,1,0.995,0.90172,0.41744,0.53249,0.02163,0.20299,0.83611,0.00131096,0.00131096,0.00131096
176,8474.77,0.35444,0.75593,0.11166,0.23631,0.891,0.99907,1,0.995,0.93681,0.99907,1,0.995,0.89706,0.39841,0.54078,0.02227,0.21073,0.82986,0.001307,0.001307,0.001307
177,8510.08,0.36248,0.74748,0.10737,0.2427,0.89168,0.99906,1,0.995,0.92722,0.99906,1,0.995,0.88681,0.41189,0.51831,0.02417,0.19761,0.8326,0.00130304,0.00130304,0.00130304
178,8544.82,0.359,0.72508,0.11033,0.24176,0.88933,0.99906,1,0.995,0.93294,0.99906,1,0.995,0.9096,0.42633,0.54657,0.02142,0.21205,0.84117,0.00129908,0.00129908,0.00129908
179,8580.43,0.36143,0.73873,0.11507,0.24366,0.89778,0.99906,1,0.995,0.93444,0.99906,1,0.995,0.90895,0.41298,0.53737,0.02291,0.20641,0.83849,0.00129512,0.00129512,0.00129512
180,8615.73,0.35499,0.74545,0.10953,0.23656,0.89001,0.99909,1,0.995,0.9351,0.99909,1,0.995,0.91566,0.40333,0.52986,0.02409,0.19831,0.83851,0.00129116,0.00129116,0.00129116
181,8650.8,0.36851,0.7438,0.10954,0.25154,0.90039,0.99906,1,0.995,0.93634,0.99906,1,0.995,0.90494,0.40862,0.53694,0.02319,0.19513,0.83842,0.0012872,0.0012872,0.0012872
182,8687.69,0.36141,0.74574,0.11325,0.24403,0.8879,0.99908,1,0.995,0.94155,0.99908,1,0.995,0.90131,0.37675,0.53492,0.02282,0.19291,0.8164,0.00128324,0.00128324,0.00128324
183,8723.98,0.36117,0.74711,0.10739,0.23936,0.88889,0.99902,1,0.995,0.94485,0.99902,1,0.995,0.91141,0.3848,0.53555,0.02312,0.19088,0.82647,0.00127928,0.00127928,0.00127928
184,8760.22,0.36341,0.73692,0.10762,0.24618,0.88908,0.99907,1,0.995,0.93585,0.99907,1,0.995,0.90983,0.39471,0.52524,0.02318,0.19147,0.82728,0.00127532,0.00127532,0.00127532
185,8795.9,0.36227,0.7336,0.11938,0.24342,0.89156,0.999,1,0.995,0.93642,0.999,1,0.995,0.89883,0.42477,0.53782,0.02314,0.19317,0.84158,0.00127136,0.00127136,0.00127136
186,8831.22,0.36175,0.75267,0.1115,0.24627,0.8912,0.99901,1,0.995,0.94863,0.99901,1,0.995,0.91705,0.40159,0.51969,0.02379,0.193,0.83471,0.0012674,0.0012674,0.0012674
187,8866.42,0.35649,0.75209,0.10641,0.24093,0.89001,0.99891,1,0.995,0.94099,0.99891,1,0.995,0.91244,0.41047,0.54619,0.02624,0.19565,0.83944,0.00126344,0.00126344,0.00126344
188,8902.14,0.35333,0.73915,0.10998,0.2387,0.88515,0.99895,1,0.995,0.93645,0.99895,1,0.995,0.91002,0.40117,0.53861,0.02302,0.20704,0.83783,0.00125948,0.00125948,0.00125948
189,8937.32,0.34532,0.72379,0.11266,0.23394,0.88195,0.99907,1,0.995,0.93887,0.99907,1,0.995,0.91737,0.39592,0.51534,0.02511,0.19535,0.8358,0.00125552,0.00125552,0.00125552
190,8972.29,0.35131,0.73314,0.11086,0.2375,0.88483,0.9989,1,0.995,0.93942,0.9989,1,0.995,0.91393,0.40612,0.52798,0.02502,0.1967,0.82979,0.00125156,0.00125156,0.00125156
191,9007.5,0.34817,0.7187,0.10769,0.23446,0.88519,0.99898,1,0.995,0.94593,0.99898,1,0.995,0.91861,0.39999,0.53908,0.0218,0.19188,0.82632,0.0012476,0.0012476,0.0012476
192,9043.16,0.35499,0.74071,0.11259,0.24446,0.89707,0.99894,1,0.995,0.94189,0.99894,1,0.995,0.90132,0.39988,0.5252,0.02378,0.1952,0.823,0.00124364,0.00124364,0.00124364
193,9078.23,0.35671,0.71662,0.10974,0.23876,0.89961,0.99856,1,0.995,0.94092,0.99856,1,0.995,0.90907,0.40171,0.52772,0.02125,0.19612,0.82967,0.00123968,0.00123968,0.00123968
194,9113.52,0.35428,0.75885,0.11578,0.24117,0.89316,0.99906,1,0.995,0.93104,0.99906,1,0.995,0.90235,0.40043,0.5153,0.02203,0.19085,0.82643,0.00123572,0.00123572,0.00123572
195,9148.5,0.3476,0.73516,0.10914,0.23867,0.88383,0.99905,1,0.995,0.9371,0.99905,1,0.995,0.90203,0.40546,0.5138,0.0209,0.19593,0.82505,0.00123176,0.00123176,0.00123176
196,9183.95,0.34276,0.72298,0.11553,0.23419,0.87395,0.99906,1,0.995,0.94089,0.99906,1,0.995,0.92237,0.42886,0.49151,0.02302,0.19221,0.83878,0.0012278,0.0012278,0.0012278
197,9219.32,0.34863,0.75028,0.11114,0.23921,0.88249,0.99907,1,0.995,0.93805,0.99907,1,0.995,0.90597,0.41152,0.512,0.02246,0.19771,0.8302,0.00122384,0.00122384,0.00122384
198,9255.59,0.34338,0.75016,0.10938,0.23269,0.88182,0.99908,1,0.995,0.93927,0.99908,1,0.995,0.91474,0.39867,0.49903,0.02356,0.18707,0.82652,0.00121988,0.00121988,0.00121988
199,9290.83,0.34623,0.71977,0.11097,0.2378,0.88929,0.99909,1,0.995,0.9378,0.99909,1,0.995,0.91583,0.39415,0.51114,0.02403,0.18562,0.81993,0.00121592,0.00121592,0.00121592
200,9326.2,0.33941,0.72283,0.10836,0.23516,0.88806,0.99906,1,0.995,0.9382,0.99906,1,0.995,0.90475,0.39656,0.52047,0.02041,0.19181,0.82568,0.00121196,0.00121196,0.00121196
201,9361.25,0.34726,0.7274,0.11236,0.23646,0.88214,0.99905,1,0.995,0.9401,0.99905,1,0.995,0.91165,0.38884,0.50137,0.02279,0.17933,0.82296,0.001208,0.001208,0.001208
202,9397.14,0.3497,0.70027,0.10875,0.24122,0.88763,0.99909,1,0.995,0.94257,0.99909,1,0.995,0.92611,0.39656,0.49819,0.02317,0.18701,0.83071,0.00120404,0.00120404,0.00120404
203,9433.31,0.34737,0.70028,0.10781,0.23381,0.88691,0.99908,1,0.995,0.93706,0.99908,1,0.995,0.90931,0.3955,0.50164,0.02106,0.18283,0.83179,0.00120008,0.00120008,0.00120008
204,9469.14,0.34589,0.70644,0.10731,0.23764,0.88275,0.99905,1,0.995,0.94218,0.99905,1,0.995,0.91483,0.39596,0.51926,0.01896,0.18332,0.83213,0.00119612,0.00119612,0.00119612
205,9504.4,0.34112,0.68787,0.10572,0.23016,0.881,0.99905,1,0.995,0.94284,0.99905,1,0.995,0.90269,0.4012,0.52545,0.02313,0.1857,0.83125,0.00119216,0.00119216,0.00119216
206,9539.87,0.34212,0.68293,0.10561,0.232,0.87888,0.99907,1,0.995,0.94504,0.99907,1,0.995,0.91199,0.39235,0.52704,0.02063,0.19083,0.83019,0.0011882,0.0011882,0.0011882
207,9575.05,0.34338,0.72616,0.11162,0.23886,0.88313,0.99907,1,0.995,0.94281,0.99907,1,0.995,0.91394,0.39879,0.51749,0.02318,0.20369,0.82855,0.00118424,0.00118424,0.00118424
208,9610.5,0.34251,0.70306,0.10919,0.23275,0.88604,0.99907,1,0.995,0.94906,0.99907,1,0.995,0.9263,0.393,0.50679,0.02317,0.20112,0.8221,0.00118028,0.00118028,0.00118028
209,9645.57,0.33921,0.66905,0.10441,0.23293,0.88737,0.99907,1,0.995,0.94672,0.99907,1,0.995,0.92138,0.40099,0.50508,0.01948,0.19202,0.83296,0.00117632,0.00117632,0.00117632
210,9680.94,0.33669,0.67327,0.10857,0.23117,0.88034,0.99905,1,0.995,0.94163,0.99905,1,0.995,0.91679,0.39366,0.4762,0.02254,0.18702,0.83272,0.00117236,0.00117236,0.00117236
211,9716.69,0.3372,0.69807,0.10357,0.23317,0.87516,0.99905,1,0.995,0.93716,0.99905,1,0.995,0.91242,0.40019,0.48884,0.02304,0.19124,0.82927,0.0011684,0.0011684,0.0011684
212,9752.18,0.34085,0.66804,0.11053,0.2326,0.88876,0.99876,1,0.995,0.93353,0.99876,1,0.995,0.91441,0.39942,0.50777,0.02002,0.19392,0.83345,0.00116444,0.00116444,0.00116444
213,9787.31,0.34281,0.68365,0.1098,0.23233,0.87938,0.99908,1,0.995,0.94523,0.99908,1,0.995,0.90589,0.39583,0.51058,0.02121,0.18919,0.82799,0.00116048,0.00116048,0.00116048
214,9822.46,0.34471,0.6832,0.10824,0.22717,0.8839,0.99909,1,0.995,0.93568,0.99909,1,0.995,0.91076,0.40711,0.51482,0.02468,0.18524,0.83501,0.00115652,0.00115652,0.00115652
215,9858.19,0.33003,0.64511,0.10762,0.22437,0.87659,0.99908,1,0.995,0.9376,0.99908,1,0.995,0.91165,0.39346,0.51231,0.02481,0.18518,0.82831,0.00115256,0.00115256,0.00115256
216,9893.87,0.33781,0.66834,0.10708,0.22725,0.88099,0.99909,1,0.995,0.94204,0.99909,1,0.995,0.91027,0.38869,0.51704,0.02201,0.19237,0.82692,0.0011486,0.0011486,0.0011486
217,9929.7,0.33742,0.66158,0.11,0.22914,0.88408,0.99907,1,0.995,0.93596,0.99907,1,0.995,0.91545,0.40808,0.50389,0.02515,0.19189,0.83363,0.00114464,0.00114464,0.00114464
218,9965.61,0.33594,0.6631,0.0963,0.23101,0.87291,0.99908,1,0.995,0.94551,0.99908,1,0.995,0.91774,0.39769,0.51425,0.02755,0.18685,0.82236,0.00114068,0.00114068,0.00114068
219,10000.5,0.33214,0.65185,0.10046,0.22646,0.88093,0.99908,1,0.995,0.94079,0.99908,1,0.995,0.91708,0.39522,0.49775,0.0199,0.19257,0.82655,0.00113672,0.00113672,0.00113672
220,10035.6,0.32548,0.65083,0.10013,0.22437,0.87612,0.99907,1,0.995,0.93638,0.99907,1,0.995,0.9161,0.39938,0.50794,0.02156,0.18311,0.83299,0.00113276,0.00113276,0.00113276
221,10071,0.33887,0.6629,0.11064,0.23139,0.88404,0.99907,1,0.995,0.93776,0.99907,1,0.995,0.92414,0.39376,0.48083,0.02078,0.17838,0.83535,0.0011288,0.0011288,0.0011288
222,10106.3,0.32476,0.65002,0.10616,0.22324,0.88045,0.99909,1,0.995,0.93419,0.99909,1,0.995,0.92483,0.41656,0.4974,0.02238,0.18654,0.83779,0.00112484,0.00112484,0.00112484
223,10141.4,0.33724,0.63707,0.10234,0.23283,0.88719,0.99908,1,0.995,0.93801,0.99908,1,0.995,0.91904,0.41148,0.47547,0.02149,0.18333,0.82931,0.00112088,0.00112088,0.00112088
224,10177.1,0.33344,0.6862,0.10964,0.23132,0.8733,0.99907,1,0.995,0.93868,0.99907,1,0.995,0.91137,0.40034,0.49699,0.02097,0.18794,0.83529,0.00111692,0.00111692,0.00111692
225,10212,0.32891,0.67145,0.10121,0.22455,0.88351,0.99906,1,0.995,0.93983,0.99906,1,0.995,0.92139,0.39467,0.47296,0.02112,0.17788,0.8287,0.00111296,0.00111296,0.00111296
226,10247.4,0.3268,0.65403,0.10298,0.22027,0.87906,0.99909,1,0.995,0.94329,0.99909,1,0.995,0.91556,0.39909,0.50945,0.02303,0.18449,0.82737,0.001109,0.001109,0.001109
227,10282.9,0.32683,0.65449,0.1053,0.22235,0.87564,0.99888,1,0.995,0.94606,0.99888,1,0.995,0.91526,0.40595,0.50507,0.02212,0.18892,0.83174,0.00110504,0.00110504,0.00110504
228,10318.4,0.32408,0.62073,0.10087,0.22979,0.87631,0.99905,1,0.995,0.93966,0.99905,1,0.995,0.92622,0.3898,0.45742,0.02067,0.18376,0.81774,0.00110108,0.00110108,0.00110108
229,10354.2,0.33389,0.6732,0.1059,0.23036,0.88502,0.99906,1,0.995,0.94026,0.99906,1,0.995,0.92523,0.39181,0.47009,0.01897,0.18284,0.82478,0.00109712,0.00109712,0.00109712
230,10390.3,0.32167,0.64372,0.10757,0.22371,0.88099,0.99908,1,0.995,0.94696,0.99908,1,0.995,0.9263,0.39188,0.47785,0.0251,0.17996,0.82387,0.00109316,0.00109316,0.00109316
231,10425.8,0.3301,0.6284,0.10472,0.22764,0.88058,0.99907,1,0.995,0.93984,0.99907,1,0.995,0.92422,0.40502,0.48273,0.02409,0.18574,0.83172,0.0010892,0.0010892,0.0010892
232,10461.1,0.32448,0.67956,0.10467,0.22253,0.88555,0.99903,1,0.995,0.93578,0.99903,1,0.995,0.91744,0.39617,0.47566,0.02031,0.18236,0.82541,0.00108524,0.00108524,0.00108524
233,10496.3,0.32574,0.59167,0.09835,0.22413,0.87162,0.99909,1,0.995,0.93764,0.99909,1,0.995,0.91293,0.40388,0.48772,0.01745,0.18791,0.82482,0.00108128,0.00108128,0.00108128
234,10531.2,0.33088,0.66767,0.10138,0.22765,0.88253,0.99899,1,0.995,0.94671,0.99899,1,0.995,0.91994,0.39551,0.47829,0.01783,0.18712,0.82083,0.00107732,0.00107732,0.00107732
235,10566.9,0.3322,0.67444,0.10803,0.22512,0.87795,0.99901,1,0.995,0.93932,0.99901,1,0.995,0.92272,0.39191,0.4894,0.0188,0.18309,0.82409,0.00107336,0.00107336,0.00107336
236,10603,0.31567,0.6042,0.10458,0.2194,0.87372,0.99908,1,0.995,0.9393,0.99908,1,0.995,0.92414,0.40259,0.4871,0.02195,0.18487,0.83319,0.0010694,0.0010694,0.0010694
237,10639.1,0.32023,0.63762,0.10345,0.22267,0.87736,0.99907,1,0.995,0.93682,0.99907,1,0.995,0.92288,0.40626,0.47885,0.02011,0.1881,0.83763,0.00106544,0.00106544,0.00106544
238,10675,0.31906,0.62294,0.09769,0.22406,0.87349,0.9991,1,0.995,0.9346,0.9991,1,0.995,0.91954,0.40867,0.48077,0.01964,0.1898,0.84147,0.00106148,0.00106148,0.00106148
239,10710.2,0.31743,0.63903,0.098,0.22356,0.87213,0.9991,1,0.995,0.94205,0.9991,1,0.995,0.92043,0.4009,0.4948,0.01881,0.18692,0.83806,0.00105752,0.00105752,0.00105752
240,10745.5,0.3164,0.63863,0.10389,0.2186,0.87471,0.99909,1,0.995,0.94751,0.99909,1,0.995,0.92485,0.40032,0.46688,0.01924,0.18182,0.83519,0.00105356,0.00105356,0.00105356
241,10780.6,0.31404,0.60727,0.10649,0.21875,0.87196,0.99909,1,0.995,0.94665,0.99909,1,0.995,0.9261,0.39684,0.45914,0.01883,0.18606,0.83388,0.0010496,0.0010496,0.0010496
242,10815.9,0.31928,0.6459,0.09806,0.22229,0.87556,0.99907,1,0.995,0.94355,0.99907,1,0.995,0.91749,0.39265,0.47895,0.01921,0.18283,0.83757,0.00104564,0.00104564,0.00104564
243,10851.4,0.31975,0.62415,0.10118,0.21739,0.86963,0.99908,1,0.995,0.9423,0.99908,1,0.995,0.92139,0.39373,0.45637,0.01912,0.19009,0.82978,0.00104168,0.00104168,0.00104168
244,10887.3,0.31028,0.62462,0.10277,0.21815,0.86723,0.9991,1,0.995,0.94923,0.9991,1,0.995,0.92146,0.39263,0.46452,0.01966,0.18201,0.8334,0.00103772,0.00103772,0.00103772
245,10923.6,0.31086,0.61459,0.09815,0.21733,0.86769,1,1,0.995,0.94842,1,1,0.995,0.93394,0.38593,0.4591,0.02048,0.17403,0.82501,0.00103376,0.00103376,0.00103376
246,10959.9,0.31729,0.59811,0.10081,0.21856,0.87903,0.99909,1,0.995,0.94535,0.99909,1,0.995,0.92675,0.40154,0.47689,0.01815,0.18876,0.83118,0.0010298,0.0010298,0.0010298
247,10995.3,0.32765,0.60705,0.09785,0.22341,0.88074,0.99908,1,0.995,0.94647,0.99908,1,0.995,0.92227,0.40014,0.46797,0.01815,0.18877,0.82786,0.00102584,0.00102584,0.00102584
248,11031,0.3177,0.62555,0.10094,0.22137,0.8747,0.99908,1,0.995,0.94436,0.99908,1,0.995,0.92465,0.39707,0.4799,0.01891,0.19153,0.83076,0.00102188,0.00102188,0.00102188
249,11066.1,0.31704,0.60501,0.1015,0.21749,0.87826,0.99908,1,0.995,0.9399,0.99908,1,0.995,0.91004,0.39301,0.48948,0.02507,0.18759,0.82611,0.00101792,0.00101792,0.00101792
250,11101.2,0.31872,0.62555,0.10055,0.22161,0.87461,0.99909,1,0.995,0.93994,0.99909,1,0.995,0.92371,0.40064,0.47507,0.02178,0.18668,0.83286,0.00101396,0.00101396,0.00101396
