epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
251,11136.5,0.31741,0.61358,0.1044,0.2225,0.87344,0.99909,1,0.995,0.94029,0.99909,1,0.995,0.92723,0.40596,0.47543,0.0238,0.19532,0.8404,0.00101,0.00101,0.00101
252,11172.1,0.31633,0.6131,0.08974,0.21672,0.87931,0.99909,1,0.995,0.93962,0.99909,1,0.995,0.92481,0.40806,0.47735,0.01998,0.19257,0.84335,0.00100604,0.00100604,0.00100604
253,11207,0.31362,0.61205,0.10107,0.21702,0.87507,0.9991,1,0.995,0.9454,0.9991,1,0.995,0.92575,0.41045,0.47568,0.01996,0.18987,0.84216,0.00100208,0.00100208,0.00100208
254,11242.2,0.32837,0.6219,0.09456,0.22339,0.87989,0.99905,1,0.995,0.93844,0.99905,1,0.995,0.92207,0.41353,0.47963,0.01971,0.18677,0.83638,0.00099812,0.00099812,0.00099812
255,11277.8,0.3227,0.6105,0.09859,0.22323,0.87902,0.99907,1,0.995,0.93621,0.99907,1,0.995,0.92345,0.407,0.47763,0.01862,0.18849,0.8368,0.00099416,0.00099416,0.00099416
256,11312.9,0.31522,0.57968,0.09339,0.21183,0.87624,0.99907,1,0.995,0.93723,0.99907,1,0.995,0.92053,0.40362,0.48929,0.02089,0.18947,0.83263,0.0009902,0.0009902,0.0009902
257,11348.3,0.31594,0.60912,0.1005,0.21914,0.87551,0.99906,1,0.995,0.94219,0.99906,1,0.995,0.92755,0.3971,0.4766,0.02003,0.18093,0.82664,0.00098624,0.00098624,0.00098624
258,11383.5,0.32305,0.5727,0.09304,0.21857,0.87387,0.99909,1,0.995,0.94524,0.99909,1,0.995,0.92641,0.4009,0.46598,0.01973,0.1753,0.82882,0.00098228,0.00098228,0.00098228
259,11418.5,0.31973,0.60843,0.09785,0.2194,0.87394,0.99908,1,0.995,0.94351,0.99908,1,0.995,0.92262,0.39889,0.47136,0.01924,0.17631,0.82965,0.00097832,0.00097832,0.00097832
260,11453.8,0.31521,0.57281,0.09808,0.21661,0.87435,0.99907,1,0.995,0.94257,0.99907,1,0.995,0.91689,0.3928,0.46603,0.01797,0.18345,0.82752,0.00097436,0.00097436,0.00097436
261,11489.2,0.31343,0.58356,0.09277,0.21773,0.86742,0.99905,1,0.995,0.942,0.99905,1,0.995,0.92629,0.38344,0.45128,0.01819,0.17783,0.8269,0.0009704,0.0009704,0.0009704
262,11524,0.31826,0.63354,0.0968,0.21949,0.87352,0.99906,1,0.995,0.9483,0.99906,1,0.995,0.92569,0.38761,0.47401,0.01702,0.18309,0.82786,0.00096644,0.00096644,0.00096644
263,11559.9,0.30705,0.60719,0.09485,0.21715,0.86261,0.99908,1,0.995,0.94646,0.99908,1,0.995,0.92647,0.38748,0.46414,0.01754,0.17437,0.83048,0.00096248,0.00096248,0.00096248
264,11596.3,0.31557,0.6153,0.09336,0.22293,0.87089,0.9991,1,0.995,0.94417,0.9991,1,0.995,0.92064,0.38999,0.47575,0.01972,0.17546,0.83432,0.00095852,0.00095852,0.00095852
265,11631.5,0.2999,0.58284,0.09267,0.2111,0.87225,0.9991,1,0.995,0.94275,0.9991,1,0.995,0.92295,0.39579,0.48342,0.01849,0.18091,0.83564,0.00095456,0.00095456,0.00095456
266,11666.5,0.30339,0.59938,0.09406,0.21613,0.86901,0.99908,1,0.995,0.94008,0.99908,1,0.995,0.93195,0.3978,0.47178,0.01805,0.18792,0.82791,0.0009506,0.0009506,0.0009506
267,11701.9,0.30064,0.5737,0.09923,0.20966,0.87039,0.9991,1,0.995,0.94265,0.9991,1,0.995,0.92838,0.39667,0.46495,0.0199,0.18343,0.82955,0.00094664,0.00094664,0.00094664
268,11737.2,0.31657,0.59292,0.09613,0.21899,0.8782,1,1,0.995,0.94692,1,1,0.995,0.92482,0.39751,0.48108,0.01905,0.17715,0.83246,0.00094268,0.00094268,0.00094268
269,11772.1,0.31642,0.62567,0.0999,0.2149,0.87846,0.9991,1,0.995,0.94229,0.9991,1,0.995,0.93087,0.4048,0.47235,0.01884,0.18708,0.83622,0.00093872,0.00093872,0.00093872
270,11807.5,0.3148,0.57049,0.09586,0.21428,0.87277,0.99908,1,0.995,0.94294,0.99908,1,0.995,0.92619,0.41798,0.4754,0.01838,0.19158,0.84259,0.00093476,0.00093476,0.00093476
271,11842.4,0.30328,0.59605,0.0979,0.20983,0.87265,0.9991,1,0.995,0.93196,0.9991,1,0.995,0.92554,0.42473,0.48005,0.0197,0.19504,0.84486,0.0009308,0.0009308,0.0009308
272,11877.9,0.30593,0.58682,0.09054,0.21314,0.87082,0.99908,1,0.995,0.93599,0.99908,1,0.995,0.92999,0.40224,0.46073,0.01879,0.18655,0.83826,0.00092684,0.00092684,0.00092684
273,11913.6,0.30068,0.59685,0.09246,0.20849,0.86714,0.99909,1,0.995,0.94409,0.99909,1,0.995,0.93049,0.40445,0.46256,0.02094,0.18359,0.83524,0.00092288,0.00092288,0.00092288
274,11949.6,0.30216,0.57512,0.09649,0.20895,0.86825,0.99909,1,0.995,0.9463,0.99909,1,0.995,0.92466,0.39946,0.45376,0.01964,0.19153,0.83449,0.00091892,0.00091892,0.00091892
275,11985.2,0.30177,0.57589,0.0917,0.21282,0.87023,0.99909,1,0.995,0.94236,0.99909,1,0.995,0.92649,0.40271,0.47381,0.01954,0.1801,0.83511,0.00091496,0.00091496,0.00091496
276,12020.3,0.29993,0.57881,0.08979,0.21104,0.86185,0.9991,1,0.995,0.93714,0.9991,1,0.995,0.92921,0.4071,0.46605,0.0184,0.17951,0.83389,0.000911,0.000911,0.000911
277,12055.5,0.30248,0.5686,0.09002,0.20781,0.86816,0.99908,1,0.995,0.93889,0.99908,1,0.995,0.92448,0.40358,0.46007,0.01889,0.18213,0.83626,0.00090704,0.00090704,0.00090704
278,12090.8,0.30143,0.5734,0.09019,0.21017,0.86851,0.99909,1,0.995,0.93846,0.99909,1,0.995,0.9244,0.40057,0.45745,0.01961,0.18668,0.83709,0.00090308,0.00090308,0.00090308
279,12126.4,0.30624,0.58392,0.09013,0.20959,0.87575,0.99909,1,0.995,0.94109,0.99909,1,0.995,0.91933,0.40686,0.48213,0.01874,0.18426,0.83871,0.00089912,0.00089912,0.00089912
280,12162.3,0.30511,0.57693,0.09813,0.2156,0.87789,0.9991,1,0.995,0.9364,0.9991,1,0.995,0.9231,0.40093,0.46963,0.01956,0.1824,0.83973,0.00089516,0.00089516,0.00089516
281,12198.8,0.29323,0.58536,0.09166,0.21124,0.86103,0.99908,1,0.995,0.94423,0.99908,1,0.995,0.91526,0.39592,0.47892,0.01974,0.18742,0.83482,0.0008912,0.0008912,0.0008912
282,12234,0.29397,0.56217,0.09923,0.2064,0.86333,0.99908,1,0.995,0.92966,0.99908,1,0.995,0.92138,0.40528,0.47532,0.02176,0.188,0.84141,0.00088724,0.00088724,0.00088724
283,12269.5,0.31358,0.57848,0.0961,0.21481,0.88092,0.99908,1,0.995,0.9373,0.99908,1,0.995,0.91867,0.41324,0.4677,0.01963,0.18606,0.84311,0.00088328,0.00088328,0.00088328
284,12304.8,0.30757,0.58073,0.09836,0.21229,0.87374,0.99908,1,0.995,0.94074,0.99908,1,0.995,0.92713,0.40582,0.46171,0.0199,0.18172,0.83942,0.00087932,0.00087932,0.00087932
285,12340.1,0.29398,0.55744,0.09108,0.19961,0.86293,0.9991,1,0.995,0.9401,0.9991,1,0.995,0.92403,0.4055,0.45721,0.02043,0.17865,0.8389,0.00087536,0.00087536,0.00087536
286,12375.2,0.29921,0.55941,0.09005,0.20435,0.87057,0.99909,1,0.995,0.9435,0.99909,1,0.995,0.92575,0.39791,0.45489,0.01942,0.18114,0.83786,0.0008714,0.0008714,0.0008714
287,12411.3,0.29659,0.579,0.09754,0.20293,0.86493,0.99909,1,0.995,0.9306,0.99909,1,0.995,0.92361,0.39894,0.46114,0.01958,0.18036,0.83709,0.00086744,0.00086744,0.00086744
288,12447,0.30318,0.55988,0.09312,0.20434,0.86824,0.99908,1,0.995,0.9352,0.99908,1,0.995,0.92575,0.38729,0.45434,0.02012,0.17441,0.83029,0.00086348,0.00086348,0.00086348
289,12482.5,0.30151,0.53833,0.09211,0.20611,0.86863,0.99906,1,0.995,0.94308,0.99906,1,0.995,0.91481,0.3829,0.47354,0.01991,0.17272,0.82977,0.00085952,0.00085952,0.00085952
290,12517.7,0.29401,0.5505,0.0913,0.20837,0.87183,0.99909,1,0.995,0.94168,0.99909,1,0.995,0.9177,0.38692,0.4548,0.01999,0.17615,0.82689,0.00085556,0.00085556,0.00085556
291,12554.6,0.30194,0.54156,0.09189,0.21619,0.86153,0.99909,1,0.995,0.93696,0.99909,1,0.995,0.91728,0.39214,0.45957,0.02059,0.17716,0.82901,0.0008516,0.0008516,0.0008516
292,12590.4,0.30494,0.56966,0.09053,0.21057,0.87172,0.9991,1,0.995,0.93905,0.9991,1,0.995,0.92078,0.38686,0.46719,0.02232,0.17062,0.82684,0.00084764,0.00084764,0.00084764
293,12626.1,0.29649,0.56413,0.09716,0.20702,0.86738,0.99908,1,0.995,0.94522,0.99908,1,0.995,0.91581,0.38923,0.46034,0.02201,0.17694,0.82897,0.00084368,0.00084368,0.00084368
294,12661.4,0.27943,0.54481,0.09082,0.19456,0.85739,0.99907,1,0.995,0.94127,0.99907,1,0.995,0.91937,0.38929,0.45901,0.01877,0.17871,0.82807,0.00083972,0.00083972,0.00083972
295,12696.8,0.29516,0.58762,0.09165,0.20617,0.86924,0.99906,1,0.995,0.94382,0.99906,1,0.995,0.92027,0.38654,0.45857,0.01832,0.18092,0.82496,0.00083576,0.00083576,0.00083576
296,12731.6,0.29026,0.54243,0.09144,0.2051,0.85779,0.99905,1,0.995,0.94339,0.99905,1,0.995,0.91697,0.37781,0.46244,0.01759,0.17486,0.82689,0.0008318,0.0008318,0.0008318
297,12766.8,0.29753,0.53159,0.0933,0.20802,0.87259,0.99905,1,0.995,0.94381,0.99905,1,0.995,0.92261,0.38635,0.46788,0.01778,0.17931,0.82964,0.00082784,0.00082784,0.00082784
298,12801.8,0.29775,0.56229,0.08817,0.20773,0.86576,0.99907,1,0.995,0.94351,0.99907,1,0.995,0.92153,0.38722,0.4676,0.01791,0.18208,0.82781,0.00082388,0.00082388,0.00082388
299,12837.1,0.29327,0.53158,0.08816,0.20645,0.86704,0.99908,1,0.995,0.94013,0.99908,1,0.995,0.91459,0.38784,0.46373,0.01846,0.17833,0.82864,0.00081992,0.00081992,0.00081992
300,12872,0.28527,0.52331,0.08682,0.20198,0.86358,0.99873,1,0.995,0.93893,0.99873,1,0.995,0.91673,0.39553,0.46956,0.01975,0.17919,0.83558,0.00081596,0.00081596,0.00081596
301,12907.3,0.28877,0.53995,0.08877,0.20178,0.86537,0.99909,1,0.995,0.93919,0.99909,1,0.995,0.92394,0.3948,0.46558,0.01872,0.18084,0.83499,0.000812,0.000812,0.000812
302,12942.8,0.2971,0.57423,0.09519,0.20196,0.86409,0.99909,1,0.995,0.94109,0.99909,1,0.995,0.91717,0.3938,0.46547,0.01883,0.18204,0.83352,0.00080804,0.00080804,0.00080804
303,12978.1,0.29187,0.5703,0.09323,0.20528,0.8662,0.9991,1,0.995,0.94484,0.9991,1,0.995,0.9166,0.39028,0.47089,0.01839,0.18489,0.83182,0.00080408,0.00080408,0.00080408
304,13013,0.30405,0.56999,0.08835,0.20937,0.87032,0.99909,1,0.995,0.94941,0.99909,1,0.995,0.92797,0.38694,0.46862,0.01905,0.18039,0.83469,0.00080012,0.00080012,0.00080012
305,13048.5,0.29213,0.55024,0.09029,0.20809,0.86011,0.99909,1,0.995,0.94522,0.99909,1,0.995,0.92705,0.39058,0.46264,0.01824,0.17922,0.83476,0.00079616,0.00079616,0.00079616
306,13083.3,0.2933,0.54092,0.08961,0.20506,0.86826,1,1,0.995,0.94088,1,1,0.995,0.92914,0.40052,0.45563,0.01892,0.18384,0.8351,0.0007922,0.0007922,0.0007922
307,13118.9,0.28822,0.52439,0.08668,0.20344,0.8547,0.99911,1,0.995,0.94228,0.99911,1,0.995,0.92782,0.39682,0.45186,0.01784,0.17799,0.83425,0.00078824,0.00078824,0.00078824
308,13154.5,0.27738,0.53113,0.09096,0.20023,0.8541,0.99911,1,0.995,0.9459,0.99911,1,0.995,0.92719,0.39098,0.44856,0.01777,0.17746,0.83188,0.00078428,0.00078428,0.00078428
309,13190.2,0.28096,0.51153,0.08564,0.19541,0.86023,0.9991,1,0.995,0.94707,0.9991,1,0.995,0.9331,0.39216,0.4526,0.01807,0.18037,0.83042,0.00078032,0.00078032,0.00078032
310,13225.7,0.28364,0.52931,0.08782,0.20034,0.86186,0.9991,1,0.995,0.94431,0.9991,1,0.995,0.92816,0.39795,0.45164,0.01904,0.1795,0.83083,0.00077636,0.00077636,0.00077636
311,13260.9,0.28241,0.50652,0.08853,0.19851,0.85633,0.99909,1,0.995,0.9387,0.99909,1,0.995,0.9211,0.39758,0.45326,0.01896,0.1788,0.83075,0.0007724,0.0007724,0.0007724
312,13295.9,0.29052,0.52506,0.09315,0.20239,0.86493,0.99909,1,0.995,0.94357,0.99909,1,0.995,0.92638,0.40052,0.44847,0.01972,0.1823,0.83295,0.00076844,0.00076844,0.00076844
313,13331.3,0.29553,0.53602,0.08599,0.20105,0.86689,0.99909,1,0.995,0.94366,0.99909,1,0.995,0.934,0.39122,0.45229,0.02065,0.17927,0.83083,0.00076448,0.00076448,0.00076448
314,13366.6,0.29222,0.54058,0.08483,0.2043,0.86544,0.9991,1,0.995,0.9364,0.9991,1,0.995,0.92422,0.39499,0.45206,0.01901,0.17898,0.82937,0.00076052,0.00076052,0.00076052
315,13402.1,0.28795,0.53961,0.09081,0.20297,0.86625,0.99909,1,0.995,0.94171,0.99909,1,0.995,0.92514,0.38897,0.44513,0.01826,0.17375,0.8275,0.00075656,0.00075656,0.00075656
316,13438.4,0.27754,0.51354,0.09483,0.19841,0.8628,0.9991,1,0.995,0.94126,0.9991,1,0.995,0.92194,0.38812,0.44164,0.01892,0.17451,0.82446,0.0007526,0.0007526,0.0007526
317,13474.9,0.28716,0.51934,0.08982,0.19712,0.86739,0.99909,1,0.995,0.93745,0.99909,1,0.995,0.92558,0.39393,0.44236,0.01749,0.18044,0.82546,0.00074864,0.00074864,0.00074864
318,13510.7,0.29054,0.50744,0.08865,0.20069,0.86783,0.9991,1,0.995,0.94014,0.9991,1,0.995,0.92621,0.39177,0.43646,0.01729,0.17675,0.82636,0.00074468,0.00074468,0.00074468
319,13545.8,0.27928,0.49337,0.08415,0.19173,0.86267,0.99911,1,0.995,0.94225,0.99911,1,0.995,0.93557,0.40163,0.43636,0.01665,0.17804,0.82824,0.00074072,0.00074072,0.00074072
320,13581.2,0.28426,0.5421,0.08903,0.19757,0.86593,0.9991,1,0.995,0.94169,0.9991,1,0.995,0.9325,0.39179,0.44965,0.01706,0.17563,0.8225,0.00073676,0.00073676,0.00073676
321,13616.5,0.28509,0.48847,0.08789,0.19711,0.86368,0.9991,1,0.995,0.94591,0.9991,1,0.995,0.93131,0.38352,0.44937,0.01604,0.17744,0.81941,0.0007328,0.0007328,0.0007328
322,13651.9,0.28446,0.52999,0.08458,0.19863,0.8593,0.9991,1,0.995,0.94966,0.9991,1,0.995,0.93144,0.38406,0.45197,0.01549,0.18032,0.81961,0.00072884,0.00072884,0.00072884
323,13687.6,0.28677,0.51046,0.08688,0.19939,0.85993,0.99911,1,0.995,0.94857,0.99911,1,0.995,0.93048,0.39579,0.45403,0.01571,0.18029,0.82417,0.00072488,0.00072488,0.00072488
324,13724,0.27732,0.48745,0.08916,0.19242,0.85624,0.99909,1,0.995,0.94854,0.99909,1,0.995,0.92885,0.39315,0.44856,0.01541,0.17354,0.82379,0.00072092,0.00072092,0.00072092
325,13759.9,0.2776,0.54328,0.09174,0.19752,0.86297,0.9991,1,0.995,0.94729,0.9991,1,0.995,0.92811,0.38684,0.45232,0.01603,0.17726,0.82195,0.00071696,0.00071696,0.00071696
326,13795.4,0.27844,0.52674,0.0894,0.19014,0.86378,0.99909,1,0.995,0.9474,0.99909,1,0.995,0.92394,0.38514,0.44643,0.01572,0.16835,0.8252,0.000713,0.000713,0.000713
327,13830.3,0.27737,0.52975,0.09423,0.19746,0.86367,0.99909,1,0.995,0.94228,0.99909,1,0.995,0.92676,0.39352,0.44324,0.01686,0.17261,0.82496,0.00070904,0.00070904,0.00070904
328,13865.6,0.27348,0.52587,0.0901,0.19722,0.85955,0.99909,1,0.995,0.94627,0.99909,1,0.995,0.92939,0.39452,0.44903,0.01586,0.1676,0.82611,0.00070508,0.00070508,0.00070508
329,13900.9,0.27906,0.51592,0.08667,0.19088,0.85918,0.9991,1,0.995,0.94238,0.9991,1,0.995,0.92627,0.39084,0.45383,0.01616,0.17496,0.82589,0.00070112,0.00070112,0.00070112
330,13935.8,0.27592,0.49745,0.08823,0.19491,0.85838,0.9991,1,0.995,0.94482,0.9991,1,0.995,0.93074,0.39225,0.45212,0.01726,0.16938,0.82475,0.00069716,0.00069716,0.00069716
331,13970.7,0.27753,0.51758,0.08829,0.19624,0.85603,0.99909,1,0.995,0.94667,0.99909,1,0.995,0.93076,0.39206,0.4413,0.01663,0.16804,0.82211,0.0006932,0.0006932,0.0006932
332,14005.9,0.27111,0.48912,0.0888,0.19142,0.85773,0.99909,1,0.995,0.94733,0.99909,1,0.995,0.93085,0.39329,0.45563,0.02072,0.17109,0.82563,0.00068924,0.00068924,0.00068924
333,14041,0.27712,0.50829,0.08656,0.19206,0.85781,0.99909,1,0.995,0.93955,0.99909,1,0.995,0.92124,0.3931,0.4397,0.01745,0.17573,0.82673,0.00068528,0.00068528,0.00068528
334,14076.1,0.27797,0.50891,0.09367,0.19577,0.86033,0.99907,1,0.995,0.93797,0.99907,1,0.995,0.92784,0.40267,0.44023,0.01813,0.18128,0.83022,0.00068132,0.00068132,0.00068132
335,14111.4,0.27866,0.52555,0.08842,0.19729,0.86444,0.99907,1,0.995,0.93993,0.99907,1,0.995,0.9284,0.4022,0.44236,0.01858,0.17959,0.83021,0.00067736,0.00067736,0.00067736
336,14146.3,0.26579,0.45892,0.0844,0.18864,0.85309,0.99909,1,0.995,0.94257,0.99909,1,0.995,0.92658,0.40051,0.45353,0.02122,0.17872,0.83059,0.0006734,0.0006734,0.0006734
337,14181,0.29282,0.54833,0.09104,0.20133,0.86326,0.99909,1,0.995,0.94384,0.99909,1,0.995,0.93112,0.39384,0.45336,0.02052,0.17472,0.8309,0.00066944,0.00066944,0.00066944
338,14216.1,0.27573,0.51649,0.09023,0.19744,0.858,0.99909,1,0.995,0.94788,0.99909,1,0.995,0.92938,0.39161,0.46254,0.02315,0.16979,0.8276,0.00066548,0.00066548,0.00066548
339,14250.9,0.2662,0.48636,0.08341,0.18891,0.85374,0.9991,1,0.995,0.94168,0.9991,1,0.995,0.93136,0.39186,0.45099,0.02016,0.1779,0.82643,0.00066152,0.00066152,0.00066152
340,14285.9,0.2722,0.50173,0.08572,0.19189,0.85854,0.9991,1,0.995,0.93799,0.9991,1,0.995,0.9254,0.39324,0.45461,0.02064,0.18096,0.83141,0.00065756,0.00065756,0.00065756
341,14321.8,0.27257,0.47443,0.08395,0.194,0.86138,0.9991,1,0.995,0.93501,0.9991,1,0.995,0.92546,0.39451,0.45098,0.02057,0.17757,0.83061,0.0006536,0.0006536,0.0006536
342,14357.7,0.28151,0.4904,0.08476,0.1943,0.86716,0.99909,1,0.995,0.93688,0.99909,1,0.995,0.92657,0.39941,0.45377,0.02049,0.17098,0.83248,0.00064964,0.00064964,0.00064964
343,14392.5,0.27792,0.50976,0.08836,0.19228,0.86552,0.9991,1,0.995,0.93995,0.9991,1,0.995,0.92431,0.39976,0.45672,0.01953,0.17385,0.82911,0.00064568,0.00064568,0.00064568
344,14427.7,0.271,0.48186,0.07805,0.1917,0.85358,0.9991,1,0.995,0.94651,0.9991,1,0.995,0.92562,0.39944,0.45887,0.01911,0.17108,0.82888,0.00064172,0.00064172,0.00064172
345,14462.8,0.27585,0.52861,0.08854,0.19609,0.86838,0.9991,1,0.995,0.94596,0.9991,1,0.995,0.92738,0.39532,0.46373,0.01868,0.17208,0.83005,0.00063776,0.00063776,0.00063776
